,code,open,close,date,exchange_code
82,10000033.XSHG,0.905,0.883,2015-05-05,XSHG
83,10000030.XSHG,0.0098,0.0103,2015-05-05,XSHG
84,10000031.XSHG,1.0523,0.9603,2015-05-05,XSHG
85,10000038.XSHG,0.0225,0.0252,2015-05-05,XSHG
86,10000039.XSHG,0.028,0.0321,2015-05-05,XSHG
87,10000137.XSHG,0.0751,0.0912,2015-05-05,XSHG
88,10000136.XSHG,0.3508,0.2868,2015-05-05,XSHG
89,10000135.XSHG,0.385,0.3195,2015-05-05,XSHG
90,10000134.XSHG,0.0444,0.0617,2015-05-05,XSHG
91,10000133.XSHG,0.0333,0.0449,2015-05-05,XSHG
92,10000132.XSHG,0.295,0.2221,2015-05-05,XSHG
93,10000131.XSHG,0.3475,0.2475,2015-05-05,XSHG
94,10000139.XSHG,0.5116,0.4384,2015-05-05,XSHG
95,10000138.XSHG,0.0888,0.1126,2015-05-05,XSHG
96,10000108.XSHG,0.5247,0.47,2015-05-05,XSHG
97,10000109.XSHG,0.5234,0.42,2015-05-05,XSHG
98,10000102.XSHG,0.0492,0.0649,2015-05-05,XSHG
99,10000103.XSHG,0.5543,0.4985,2015-05-05,XSHG
100,10000101.XSHG,0.4461,0.389,2015-05-05,XSHG
101,10000106.XSHG,0.6549,0.5672,2015-05-05,XSHG
102,10000107.XSHG,0.6111,0.51,2015-05-05,XSHG
103,10000104.XSHG,0.1189,0.134,2015-05-05,XSHG
104,10000105.XSHG,0.7089,0.6029,2015-05-05,XSHG
105,10000029.XSHG,0.0076,0.0078,2015-05-05,XSHG
106,10000028.XSHG,0.0002,0.006,2015-05-05,XSHG
107,10000119.XSHG,0.4299,0.332,2015-05-05,XSHG
108,10000115.XSHG,0.464,0.3732,2015-05-05,XSHG
109,10000114.XSHG,0.0088,0.0123,2015-05-05,XSHG
110,10000116.XSHG,0.0128,0.0178,2015-05-05,XSHG
111,10000111.XSHG,0.0027,0.004,2015-05-05,XSHG
112,10000110.XSHG,0.002,0.0029,2015-05-05,XSHG
113,10000113.XSHG,0.0051,0.0072,2015-05-05,XSHG
114,10000112.XSHG,0.0034,0.0064,2015-05-05,XSHG
115,10000023.XSHG,0.8999,0.8218,2015-05-05,XSHG
116,10000022.XSHG,0.9445,0.8723,2015-05-05,XSHG
117,10000182.XSHG,0.4298,0.4477,2015-05-05,XSHG
118,10000183.XSHG,0.5449,0.4978,2015-05-05,XSHG
119,10000180.XSHG,0.3036,0.3713,2015-05-05,XSHG
120,10000181.XSHG,0.2624,0.232,2015-05-05,XSHG
121,10000186.XSHG,0.3967,0.3578,2015-05-05,XSHG
122,10000187.XSHG,0.3703,0.3135,2015-05-05,XSHG
123,10000184.XSHG,0.4385,0.4385,2015-05-05,XSHG
124,10000185.XSHG,0.4401,0.3953,2015-05-05,XSHG
125,10000021.XSHG,0.9934,0.9162,2015-05-05,XSHG
126,10000188.XSHG,0.2419,0.2831,2015-05-05,XSHG
127,10000189.XSHG,0.3055,0.3118,2015-05-05,XSHG
128,10000025.XSHG,0.8112,0.7254,2015-05-05,XSHG
129,10000024.XSHG,0.8489,0.786,2015-05-05,XSHG
130,10000027.XSHG,0.0037,0.0039,2015-05-05,XSHG
131,10000026.XSHG,0.003,0.0042,2015-05-05,XSHG
132,10000201.XSHG,0.5388,0.4785,2015-05-06,XSHG
133,10000200.XSHG,0.5352,0.5845,2015-05-06,XSHG
134,10000202.XSHG,0.2769,0.2769,2015-05-06,XSHG
135,10000161.XSHG,0.093,0.081,2015-05-06,XSHG
136,10000162.XSHG,0.1777,0.1924,2015-05-06,XSHG
137,10000163.XSHG,0.1641,0.1492,2015-05-06,XSHG
138,10000164.XSHG,0.2312,0.252,2015-05-06,XSHG
139,10000165.XSHG,0.3109,0.28,2015-05-06,XSHG
140,10000166.XSHG,0.3222,0.34,2015-05-06,XSHG
141,10000195.XSHG,0.079,0.0717,2015-05-06,XSHG
142,10000194.XSHG,0.4149,0.4352,2015-05-06,XSHG
143,10000197.XSHG,0.2017,0.1852,2015-05-06,XSHG
144,10000196.XSHG,0.4427,0.4828,2015-05-06,XSHG
145,10000191.XSHG,,,2015-05-06,XSHG
146,10000190.XSHG,0.35,0.3864,2015-05-06,XSHG
147,10000193.XSHG,0.0279,0.0261,2015-05-06,XSHG
148,10000192.XSHG,0.47,0.49,2015-05-06,XSHG
149,10000054.XSHG,0.0165,0.018,2015-05-06,XSHG
150,10000055.XSHG,,,2015-05-06,XSHG
151,10000056.XSHG,0.0596,0.0559,2015-05-06,XSHG
152,10000199.XSHG,0.2802,0.2695,2015-05-06,XSHG
153,10000198.XSHG,0.5031,0.53,2015-05-06,XSHG
154,10000053.XSHG,0.6528,0.5974,2015-05-06,XSHG
155,10000179.XSHG,0.095,0.0921,2015-05-06,XSHG
156,10000178.XSHG,0.3086,0.3489,2015-05-06,XSHG
157,10000173.XSHG,0.2739,0.253,2015-05-06,XSHG
158,10000172.XSHG,0.2949,0.3288,2015-05-06,XSHG
159,10000171.XSHG,0.124,0.1169,2015-05-06,XSHG
160,10000170.XSHG,0.2481,0.261,2015-05-06,XSHG
161,10000177.XSHG,0.0449,0.0374,2015-05-06,XSHG
162,10000174.XSHG,0.3676,0.4066,2015-05-06,XSHG
163,10000169.XSHG,0.061,0.0553,2015-05-06,XSHG
164,10000048.XSHG,0.0485,0.0423,2015-05-06,XSHG
165,10000047.XSHG,0.76,0.73,2015-05-06,XSHG
166,10000046.XSHG,0.0131,0.0136,2015-05-06,XSHG
167,10000045.XSHG,0.7106,0.6446,2015-05-06,XSHG
168,10000040.XSHG,0.0405,0.0355,2015-05-06,XSHG
169,10000148.XSHG,0.1293,0.1444,2015-05-06,XSHG
170,10000149.XSHG,0.4151,0.37,2015-05-06,XSHG
171,10000146.XSHG,0.0792,0.0815,2015-05-06,XSHG
172,10000147.XSHG,0.261,0.2394,2015-05-06,XSHG
173,10000145.XSHG,0.19,0.17,2015-05-06,XSHG
174,10000142.XSHG,,,2015-05-06,XSHG
175,10000140.XSHG,0.4048,0.4075,2015-05-06,XSHG
176,10000141.XSHG,,,2015-05-06,XSHG
177,10000072.XSHG,0.081,0.0834,2015-05-06,XSHG
178,10000070.XSHG,0.0268,0.0301,2015-05-06,XSHG
179,10000071.XSHG,0.6167,0.6167,2015-05-06,XSHG
180,10000077.XSHG,0.5034,0.481,2015-05-06,XSHG
181,10000078.XSHG,0.0337,0.0354,2015-05-06,XSHG
182,10000079.XSHG,,,2015-05-06,XSHG
183,10000150.XSHG,0.1904,0.2362,2015-05-06,XSHG
184,10000153.XSHG,0.1356,0.1151,2015-05-06,XSHG
185,10000155.XSHG,0.2029,0.1906,2015-05-06,XSHG
186,10000154.XSHG,0.1222,0.1306,2015-05-06,XSHG
187,10000157.XSHG,0.3536,0.3246,2015-05-06,XSHG
188,10000156.XSHG,0.1732,0.1881,2015-05-06,XSHG
189,10000158.XSHG,0.2462,0.2798,2015-05-06,XSHG
190,10000093.XSHG,0.4231,0.3949,2015-05-06,XSHG
191,10000094.XSHG,0.0515,0.0588,2015-05-06,XSHG
192,10000095.XSHG,0.525,0.5125,2015-05-06,XSHG
193,10000096.XSHG,0.1201,0.1274,2015-05-06,XSHG
194,10000064.XSHG,0.0702,0.0714,2015-05-06,XSHG
195,10000061.XSHG,0.6184,0.559,2015-05-06,XSHG
196,10000063.XSHG,0.6973,0.634,2015-05-06,XSHG
197,10000062.XSHG,0.0211,0.0225,2015-05-06,XSHG
198,10000069.XSHG,0.5716,0.5113,2015-05-06,XSHG
199,10000124.XSHG,0.0791,0.0865,2015-05-06,XSHG
200,10000125.XSHG,,,2015-05-06,XSHG
201,10000126.XSHG,0.1286,0.156,2015-05-06,XSHG
202,10000088.XSHG,0.1045,0.1081,2015-05-06,XSHG
203,10000120.XSHG,0.2961,0.2693,2015-05-06,XSHG
204,10000121.XSHG,0.0241,0.0225,2015-05-06,XSHG
205,10000122.XSHG,0.0347,0.0329,2015-05-06,XSHG
206,10000123.XSHG,0.4005,0.3366,2015-05-06,XSHG
207,10000080.XSHG,0.0944,0.0951,2015-05-06,XSHG
208,10000087.XSHG,0.5559,0.57,2015-05-06,XSHG
209,10000086.XSHG,0.0421,0.0454,2015-05-06,XSHG
210,10000085.XSHG,0.4625,0.4406,2015-05-06,XSHG
211,10000036.XSHG,0.0188,0.0201,2015-05-06,XSHG
212,10000037.XSHG,0.0224,0.022,2015-05-06,XSHG
213,10000034.XSHG,0.8797,0.7988,2015-05-06,XSHG
214,10000035.XSHG,0.7796,0.8421,2015-05-06,XSHG
215,10000032.XSHG,0.9894,0.8825,2015-05-06,XSHG
216,10000033.XSHG,0.9,0.89,2015-05-06,XSHG
217,10000030.XSHG,0.01,0.0106,2015-05-06,XSHG
218,10000031.XSHG,0.9592,0.916,2015-05-06,XSHG
219,10000038.XSHG,0.0273,0.0257,2015-05-06,XSHG
220,10000039.XSHG,0.0339,0.0339,2015-05-06,XSHG
221,10000137.XSHG,0.0916,0.1044,2015-05-06,XSHG
222,10000136.XSHG,0.3133,0.265,2015-05-06,XSHG
223,10000135.XSHG,0.3305,0.2885,2015-05-06,XSHG
224,10000134.XSHG,0.06,0.0624,2015-05-06,XSHG
225,10000133.XSHG,0.046,0.0455,2015-05-06,XSHG
226,10000132.XSHG,0.2362,0.1988,2015-05-06,XSHG
227,10000131.XSHG,0.2575,0.2241,2015-05-06,XSHG
228,10000139.XSHG,,,2015-05-06,XSHG
229,10000138.XSHG,0.1093,0.1236,2015-05-06,XSHG
230,10000108.XSHG,0.4904,0.4326,2015-05-06,XSHG
231,10000109.XSHG,0.4224,0.3912,2015-05-06,XSHG
232,10000102.XSHG,0.0631,0.0717,2015-05-06,XSHG
233,10000103.XSHG,0.4922,0.4795,2015-05-06,XSHG
234,10000101.XSHG,0.3856,0.3598,2015-05-06,XSHG
235,10000106.XSHG,0.594,0.5283,2015-05-06,XSHG
236,10000107.XSHG,0.5143,0.474,2015-05-06,XSHG
237,10000104.XSHG,0.1143,0.139,2015-05-06,XSHG
238,10000105.XSHG,0.624,0.5699,2015-05-06,XSHG
239,10000029.XSHG,0.0074,0.0074,2015-05-06,XSHG
240,10000028.XSHG,0.0041,0.0041,2015-05-06,XSHG
241,10000119.XSHG,0.344,0.2965,2015-05-06,XSHG
242,10000115.XSHG,0.3854,0.3429,2015-05-06,XSHG
243,10000114.XSHG,0.012,0.0102,2015-05-06,XSHG
244,10000116.XSHG,0.0167,0.0156,2015-05-06,XSHG
245,10000111.XSHG,0.0032,0.0022,2015-05-06,XSHG
246,10000110.XSHG,0.0019,0.0014,2015-05-06,XSHG
247,10000113.XSHG,0.0047,0.0076,2015-05-06,XSHG
248,10000112.XSHG,0.0032,0.0035,2015-05-06,XSHG
249,10000023.XSHG,0.847,0.775,2015-05-06,XSHG
250,10000022.XSHG,0.8689,0.8318,2015-05-06,XSHG
251,10000182.XSHG,0.4017,0.4645,2015-05-06,XSHG
252,10000183.XSHG,0.4833,0.466,2015-05-06,XSHG
253,10000180.XSHG,0.3659,0.3863,2015-05-06,XSHG
254,10000181.XSHG,0.23,0.2181,2015-05-06,XSHG
255,10000186.XSHG,0.3679,0.3299,2015-05-06,XSHG
256,10000187.XSHG,0.3328,0.3043,2015-05-06,XSHG
257,10000184.XSHG,0.4638,0.4341,2015-05-06,XSHG
258,10000185.XSHG,0.4069,0.392,2015-05-06,XSHG
259,10000021.XSHG,0.9673,0.886,2015-05-06,XSHG
260,10000188.XSHG,0.2412,0.2806,2015-05-06,XSHG
261,10000189.XSHG,0.3029,0.3065,2015-05-06,XSHG
262,10000025.XSHG,0.7571,0.6917,2015-05-06,XSHG
263,10000024.XSHG,0.8047,0.7379,2015-05-06,XSHG
264,10000027.XSHG,0.0036,0.0046,2015-05-06,XSHG
265,10000026.XSHG,0.0026,0.0041,2015-05-06,XSHG
266,10000201.XSHG,0.4985,0.4935,2015-05-07,XSHG
267,10000200.XSHG,0.5931,0.5931,2015-05-07,XSHG
268,10000202.XSHG,0.2544,0.2406,2015-05-07,XSHG
269,10000161.XSHG,0.092,0.075,2015-05-07,XSHG
270,10000162.XSHG,0.1924,0.2129,2015-05-07,XSHG
271,10000163.XSHG,0.1452,0.1442,2015-05-07,XSHG
272,10000164.XSHG,0.2533,0.2646,2015-05-07,XSHG
273,10000165.XSHG,0.27,0.2751,2015-05-07,XSHG
274,10000166.XSHG,0.3425,0.3449,2015-05-07,XSHG
275,10000195.XSHG,0.0696,0.07,2015-05-07,XSHG
276,10000194.XSHG,0.4281,0.4539,2015-05-07,XSHG
277,10000197.XSHG,0.1859,0.1701,2015-05-07,XSHG
278,10000196.XSHG,0.4768,0.4962,2015-05-07,XSHG
279,10000191.XSHG,0.4329,0.45,2015-05-07,XSHG
280,10000190.XSHG,0.398,0.398,2015-05-07,XSHG
281,10000193.XSHG,0.0264,0.0298,2015-05-07,XSHG
282,10000192.XSHG,0.5143,0.5196,2015-05-07,XSHG
283,10000054.XSHG,0.0177,0.0177,2015-05-07,XSHG
284,10000055.XSHG,0.686,0.6738,2015-05-07,XSHG
285,10000056.XSHG,0.0599,0.0605,2015-05-07,XSHG
286,10000199.XSHG,0.2731,0.2704,2015-05-07,XSHG
287,10000198.XSHG,0.5167,0.5516,2015-05-07,XSHG
288,10000053.XSHG,0.6163,0.6042,2015-05-07,XSHG
289,10000179.XSHG,0.0895,0.089,2015-05-07,XSHG
290,10000178.XSHG,0.3385,0.3698,2015-05-07,XSHG
291,10000173.XSHG,0.233,0.2408,2015-05-07,XSHG
292,10000172.XSHG,0.3107,0.33,2015-05-07,XSHG
293,10000171.XSHG,0.1131,0.1153,2015-05-07,XSHG
294,10000170.XSHG,0.2632,0.2829,2015-05-07,XSHG
295,10000177.XSHG,0.0374,0.0385,2015-05-07,XSHG
296,10000174.XSHG,0.3892,0.4062,2015-05-07,XSHG
297,10000169.XSHG,0.0567,0.054,2015-05-07,XSHG
298,10000048.XSHG,0.0492,0.0499,2015-05-07,XSHG
299,10000047.XSHG,0.72,0.7061,2015-05-07,XSHG
300,10000046.XSHG,0.0135,0.0138,2015-05-07,XSHG
301,10000045.XSHG,0.6503,0.6292,2015-05-07,XSHG
302,10000040.XSHG,0.0414,0.0424,2015-05-07,XSHG
303,10000148.XSHG,0.1422,0.1487,2015-05-07,XSHG
304,10000149.XSHG,0.3957,0.3609,2015-05-07,XSHG
305,10000146.XSHG,0.0823,0.0906,2015-05-07,XSHG
306,10000147.XSHG,0.2271,0.225,2015-05-07,XSHG
307,10000145.XSHG,0.1723,0.1552,2015-05-07,XSHG
308,10000142.XSHG,0.2079,0.2079,2015-05-07,XSHG
309,10000140.XSHG,0.3886,0.38,2015-05-07,XSHG
310,10000141.XSHG,0.1799,0.18,2015-05-07,XSHG
311,10000072.XSHG,0.0836,0.0836,2015-05-07,XSHG
312,10000070.XSHG,0.0286,0.0297,2015-05-07,XSHG
313,10000071.XSHG,0.6,0.5881,2015-05-07,XSHG
314,10000077.XSHG,0.482,0.4701,2015-05-07,XSHG
315,10000078.XSHG,0.0351,0.0372,2015-05-07,XSHG
316,10000079.XSHG,,,2015-05-07,XSHG
317,10000150.XSHG,0.2206,0.2381,2015-05-07,XSHG
318,10000153.XSHG,0.119,0.1098,2015-05-07,XSHG
319,10000155.XSHG,0.1848,0.1843,2015-05-07,XSHG
320,10000154.XSHG,0.1284,0.1439,2015-05-07,XSHG
321,10000157.XSHG,0.3174,0.3161,2015-05-07,XSHG
322,10000156.XSHG,0.19,0.1968,2015-05-07,XSHG
323,10000158.XSHG,0.2806,0.2881,2015-05-07,XSHG
324,10000093.XSHG,0.4218,0.3817,2015-05-07,XSHG
325,10000094.XSHG,0.0561,0.058,2015-05-07,XSHG
326,10000095.XSHG,0.4919,0.4934,2015-05-07,XSHG
327,10000096.XSHG,,,2015-05-07,XSHG
328,10000064.XSHG,0.0703,0.0711,2015-05-07,XSHG
329,10000061.XSHG,0.5555,0.5674,2015-05-07,XSHG
330,10000063.XSHG,0.6233,0.5941,2015-05-07,XSHG
331,10000062.XSHG,0.0234,0.0232,2015-05-07,XSHG
332,10000069.XSHG,0.5188,0.5151,2015-05-07,XSHG
333,10000124.XSHG,0.0851,0.0874,2015-05-07,XSHG
334,10000125.XSHG,0.44,0.4331,2015-05-07,XSHG
335,10000126.XSHG,,,2015-05-07,XSHG
336,10000088.XSHG,0.1104,0.1071,2015-05-07,XSHG
337,10000120.XSHG,0.2715,0.2518,2015-05-07,XSHG
338,10000121.XSHG,0.0222,0.0254,2015-05-07,XSHG
339,10000122.XSHG,0.0332,0.037,2015-05-07,XSHG
340,10000123.XSHG,0.3248,0.3079,2015-05-07,XSHG
341,10000080.XSHG,0.0963,0.0963,2015-05-07,XSHG
342,10000087.XSHG,0.525,0.521,2015-05-07,XSHG
343,10000086.XSHG,0.0459,0.0463,2015-05-07,XSHG
344,10000085.XSHG,0.4551,0.42,2015-05-07,XSHG
345,10000036.XSHG,0.0202,0.0201,2015-05-07,XSHG
346,10000037.XSHG,0.0239,0.0231,2015-05-07,XSHG
347,10000034.XSHG,0.8031,0.785,2015-05-07,XSHG
348,10000035.XSHG,0.7705,0.7475,2015-05-07,XSHG
349,10000032.XSHG,0.8994,0.89,2015-05-07,XSHG
350,10000033.XSHG,0.8424,0.8424,2015-05-07,XSHG
351,10000030.XSHG,0.0104,0.0106,2015-05-07,XSHG
352,10000031.XSHG,0.8906,0.9339,2015-05-07,XSHG
353,10000038.XSHG,0.0279,0.0286,2015-05-07,XSHG
354,10000039.XSHG,0.0358,0.0347,2015-05-07,XSHG
355,10000137.XSHG,0.1013,0.1103,2015-05-07,XSHG
356,10000136.XSHG,0.2716,0.2513,2015-05-07,XSHG
357,10000135.XSHG,0.3004,0.2829,2015-05-07,XSHG
358,10000134.XSHG,0.0611,0.0679,2015-05-07,XSHG
359,10000133.XSHG,0.0462,0.05,2015-05-07,XSHG
360,10000132.XSHG,0.2032,0.183,2015-05-07,XSHG
361,10000131.XSHG,0.233,0.213,2015-05-07,XSHG
362,10000139.XSHG,0.41,0.41,2015-05-07,XSHG
363,10000138.XSHG,0.1221,0.1253,2015-05-07,XSHG
364,10000108.XSHG,0.4456,0.4284,2015-05-07,XSHG
365,10000109.XSHG,0.3993,0.3677,2015-05-07,XSHG
366,10000102.XSHG,0.0659,0.0715,2015-05-07,XSHG
367,10000103.XSHG,,,2015-05-07,XSHG
368,10000101.XSHG,0.3519,0.3486,2015-05-07,XSHG
369,10000106.XSHG,0.5414,0.51,2015-05-07,XSHG
370,10000107.XSHG,0.4918,0.4742,2015-05-07,XSHG
371,10000104.XSHG,0.1402,0.1399,2015-05-07,XSHG
372,10000105.XSHG,0.5903,0.5571,2015-05-07,XSHG
373,10000029.XSHG,,,2015-05-07,XSHG
374,10000028.XSHG,0.0048,0.0072,2015-05-07,XSHG
375,10000119.XSHG,0.3112,0.2898,2015-05-07,XSHG
376,10000115.XSHG,0.3545,0.3388,2015-05-07,XSHG
377,10000114.XSHG,0.01,0.0117,2015-05-07,XSHG
378,10000116.XSHG,0.0154,0.0179,2015-05-07,XSHG
379,10000111.XSHG,0.0018,0.0038,2015-05-07,XSHG
380,10000110.XSHG,0.0013,0.0021,2015-05-07,XSHG
381,10000113.XSHG,0.0073,0.0065,2015-05-07,XSHG
382,10000112.XSHG,0.0033,0.0032,2015-05-07,XSHG
383,10000023.XSHG,0.7927,0.7706,2015-05-07,XSHG
384,10000022.XSHG,0.85,0.8287,2015-05-07,XSHG
385,10000182.XSHG,0.4723,0.4723,2015-05-07,XSHG
386,10000183.XSHG,0.4721,0.4661,2015-05-07,XSHG
387,10000180.XSHG,0.4013,0.3965,2015-05-07,XSHG
388,10000181.XSHG,0.2197,0.1989,2015-05-07,XSHG
389,10000186.XSHG,,,2015-05-07,XSHG
390,10000187.XSHG,0.2956,0.2981,2015-05-07,XSHG
391,10000184.XSHG,0.4164,0.4125,2015-05-07,XSHG
392,10000185.XSHG,0.3781,0.3781,2015-05-07,XSHG
393,10000021.XSHG,0.8931,0.8517,2015-05-07,XSHG
394,10000188.XSHG,0.2739,0.272,2015-05-07,XSHG
395,10000189.XSHG,0.3317,0.34,2015-05-07,XSHG
396,10000025.XSHG,0.694,0.6822,2015-05-07,XSHG
397,10000024.XSHG,0.746,0.7351,2015-05-07,XSHG
398,10000027.XSHG,0.0043,0.0036,2015-05-07,XSHG
399,10000026.XSHG,0.0034,0.0033,2015-05-07,XSHG
400,10000201.XSHG,0.4855,0.4535,2015-05-08,XSHG
401,10000200.XSHG,0.5906,0.6054,2015-05-08,XSHG
402,10000203.XSHG,0.5157,0.4826,2015-05-08,XSHG
403,10000202.XSHG,0.2537,0.2739,2015-05-08,XSHG
404,10000204.XSHG,0.223,0.2491,2015-05-08,XSHG
405,10000161.XSHG,0.08,0.0704,2015-05-08,XSHG
406,10000162.XSHG,0.2022,0.2,2015-05-08,XSHG
407,10000163.XSHG,0.1467,0.1422,2015-05-08,XSHG
408,10000164.XSHG,0.2538,0.2617,2015-05-08,XSHG
409,10000165.XSHG,0.2719,0.2537,2015-05-08,XSHG
410,10000166.XSHG,0.3432,0.3622,2015-05-08,XSHG
411,10000195.XSHG,0.0722,0.0728,2015-05-08,XSHG
412,10000194.XSHG,0.4432,0.4571,2015-05-08,XSHG
413,10000197.XSHG,0.185,0.1738,2015-05-08,XSHG
414,10000196.XSHG,0.4764,0.4939,2015-05-08,XSHG
415,10000191.XSHG,0.4511,0.4609,2015-05-08,XSHG
416,10000190.XSHG,0.3949,0.401,2015-05-08,XSHG
417,10000193.XSHG,0.03,0.0228,2015-05-08,XSHG
418,10000192.XSHG,0.4933,0.5275,2015-05-08,XSHG
419,10000054.XSHG,0.0175,0.0181,2015-05-08,XSHG
420,10000055.XSHG,0.67,0.6401,2015-05-08,XSHG
421,10000056.XSHG,0.0606,0.0632,2015-05-08,XSHG
422,10000199.XSHG,0.2817,0.2662,2015-05-08,XSHG
423,10000198.XSHG,0.5499,0.5499,2015-05-08,XSHG
424,10000053.XSHG,0.5901,0.5901,2015-05-08,XSHG
425,10000179.XSHG,0.0919,0.0875,2015-05-08,XSHG
426,10000178.XSHG,0.3596,0.3568,2015-05-08,XSHG
427,10000173.XSHG,0.2322,0.2358,2015-05-08,XSHG
428,10000172.XSHG,0.3209,0.3419,2015-05-08,XSHG
429,10000171.XSHG,0.1167,0.1109,2015-05-08,XSHG
